slot_id,appointment_date,appointment_time,is_available
0000060,02/01/2015,12:45:00,FALSE
0000061,02/01/2015,13:00:00,FALSE
0000062,02/01/2015,13:15:00,FALSE
0000063,02/01/2015,13:30:00,FALSE
0000064,02/01/2015,13:45:00,FALSE
0000065,02/01/2015,14:00:00,FALSE
0000066,02/01/2015,14:15:00,FALSE
0000067,02/01/2015,14:30:00,FALSE
0000068,02/01/2015,14:45:00,FALSE
0000069,02/01/2015,15:00:00,FALSE
0000070,02/01/2015,15:15:00,FALSE
0000071,02/01/2015,15:30:00,FALSE
0000072,02/01/2015,15:45:00,FALSE
0000073,02/01/2015,16:00:00,FALSE
0000074,02/01/2015,16:15:00,FALSE
0000075,02/01/2015,16:30:00,TRUE
0000076,02/01/2015,16:45:00,FALSE
0000077,02/01/2015,17:00:00,FALSE
0000078,02/01/2015,17:15:00,FALSE
0000079,02/01/2015,17:30:00,FALSE
0000080,02/01/2015,17:45:00,FALSE
0000081,05/01/2015,08:00:00,FALSE
0000082,05/01/2015,08:15:00,FALSE
0000083,05/01/2015,08:30:00,FALSE
0000084,05/01/2015,08:45:00,FALSE
0000085,05/01/2015,09:00:00,FALSE
0000086,05/01/2015,09:15:00,FALSE
0000087,05/01/2015,09:30:00,FALSE
0000088,05/01/2015,09:45:00,FALSE
0000089,05/01/2015,10:00:00,FALSE
0000090,05/01/2015,10:15:00,FALSE
0000091,05/01/2015,10:30:00,FALSE
0000092,05/01/2015,10:45:00,TRUE
0000093,05/01/2015,11:00:00,FALSE
0000094,05/01/2015,11:15:00,FALSE
0000095,05/01/2015,11:30:00,FALSE
0000096,05/01/2015,11:45:00,FALSE
0000097,05/01/2015,12:00:00,FALSE
0000098,05/01/2015,12:15:00,FALSE
0000099,05/01/2015,12:30:00,FALSE
0000100,05/01/2015,12:45:00,FALSE
0000101,05/01/2015,13:00:00,FALSE
0000102,05/01/2015,13:15:00,FALSE
0000103,05/01/2015,13:30:00,FALSE
0000104,05/01/2015,13:45:00,FALSE
0000105,05/01/2015,14:00:00,FALSE
0000106,05/01/2015,14:15:00,FALSE
0000107,05/01/2015,14:30:00,TRUE
0000108,05/01/2015,14:45:00,FALSE
0000109,05/01/2015,15:00:00,FALSE
0000110,05/01/2015,15:15:00,FALSE
0000111,05/01/2015,15:30:00,FALSE
0000112,05/01/2015,15:45:00,FALSE
0000113,05/01/2015,16:00:00,FALSE
0000114,05/01/2015,16:15:00,FALSE
0000115,05/01/2015,16:30:00,FALSE
0000116,05/01/2015,16:45:00,FALSE
0000117,05/01/2015,17:00:00,FALSE
0000118,05/01/2015,17:15:00,TRUE
0000119,05/01/2015,17:30:00,FALSE
0000120,05/01/2015,17:45:00,FALSE
0000121,06/01/2015,08:00:00,TRUE
0000122,06/01/2015,08:15:00,FALSE
0000123,06/01/2015,08:30:00,FALSE
0000124,06/01/2015,08:45:00,TRUE
0000125,06/01/2015,09:00:00,FALSE
0000126,06/01/2015,09:15:00,FALSE
0000127,06/01/2015,09:30:00,FALSE
0000128,06/01/2015,09:45:00,FALSE
0000129,06/01/2015,10:00:00,TRUE
0000130,06/01/2015,10:15:00,FALSE
0000131,06/01/2015,10:30:00,FALSE
0000132,06/01/2015,10:45:00,TRUE
0000133,06/01/2015,11:00:00,FALSE
0000134,06/01/2015,11:15:00,FALSE
0000135,06/01/2015,11:30:00,FALSE
0000136,06/01/2015,11:45:00,FALSE
0000137,06/01/2015,12:00:00,FALSE
0000138,06/01/2015,12:15:00,FALSE
0000139,06/01/2015,12:30:00,FALSE
0000140,06/01/2015,12:45:00,FALSE
0000141,06/01/2015,13:00:00,FALSE
0000142,06/01/2015,13:15:00,FALSE
0000143,06/01/2015,13:30:00,FALSE
0000144,06/01/2015,13:45:00,TRUE
0000145,06/01/2015,14:00:00,FALSE
0000146,06/01/2015,14:15:00,FALSE
0000147,06/01/2015,14:30:00,FALSE
0000148,06/01/2015,14:45:00,FALSE
0000149,06/01/2015,15:00:00,FALSE
0000150,06/01/2015,15:15:00,FALSE
0000151,06/01/2015,15:30:00,FALSE
0000152,06/01/2015,15:45:00,FALSE
0000153,06/01/2015,16:00:00,FALSE
0000154,06/01/2015,16:15:00,FALSE
0000155,06/01/2015,16:30:00,FALSE
0000156,06/01/2015,16:45:00,FALSE
0000157,06/01/2015,17:00:00,FALSE
0000158,06/01/2015,17:15:00,FALSE
0000159,06/01/2015,17:30:00,FALSE
0000160,06/01/2015,17:45:00,TRUE
0000161,07/01/2015,08:00:00,FALSE
0000162,07/01/2015,08:15:00,TRUE
0000163,07/01/2015,08:30:00,FALSE
0000164,07/01/2015,08:45:00,FALSE
0000165,07/01/2015,09:00:00,FALSE
0000166,07/01/2015,09:15:00,FALSE
0000167,07/01/2015,09:30:00,FALSE
0000168,07/01/2015,09:45:00,FALSE
0000169,07/01/2015,10:00:00,TRUE
0000170,07/01/2015,10:15:00,FALSE
0000171,07/01/2015,10:30:00,FALSE
0000172,07/01/2015,10:45:00,FALSE
0000173,07/01/2015,11:00:00,FALSE
0000174,07/01/2015,11:15:00,FALSE
0000175,07/01/2015,11:30:00,FALSE
0000176,07/01/2015,11:45:00,FALSE
0000177,07/01/2015,12:00:00,FALSE
0000178,07/01/2015,12:15:00,FALSE
0000179,07/01/2015,12:30:00,FALSE
0000180,07/01/2015,12:45:00,FALSE
0000181,07/01/2015,13:00:00,FALSE
0000182,07/01/2015,13:15:00,FALSE
0000183,07/01/2015,13:30:00,FALSE
0000184,07/01/2015,13:45:00,FALSE
0000185,07/01/2015,14:00:00,FALSE
0000186,07/01/2015,14:15:00,FALSE
0000187,07/01/2015,14:30:00,FALSE
0000188,07/01/2015,14:45:00,FALSE
0000189,07/01/2015,15:00:00,FALSE
0000190,07/01/2015,15:15:00,FALSE
0000191,07/01/2015,15:30:00,FALSE
0000192,07/01/2015,15:45:00,FALSE
0000193,07/01/2015,16:00:00,FALSE
0000194,07/01/2015,16:15:00,FALSE
0000195,07/01/2015,16:30:00,FALSE
0000196,07/01/2015,16:45:00,FALSE
0000197,07/01/2015,17:00:00,FALSE
0000198,07/01/2015,17:15:00,FALSE
0000199,07/01/2015,17:30:00,FALSE
0000200,07/01/2015,17:45:00,FALSE
0000201,08/01/2015,08:00:00,FALSE
0000202,08/01/2015,08:15:00,FALSE
0000203,08/01/2015,08:30:00,FALSE
0000204,08/01/2015,08:45:00,FALSE
0000205,08/01/2015,09:00:00,FALSE
0000206,08/01/2015,09:15:00,FALSE
0000207,08/01/2015,09:30:00,FALSE
0000208,08/01/2015,09:45:00,FALSE
0000209,08/01/2015,10:00:00,FALSE
0000210,08/01/2015,10:15:00,TRUE
0000211,08/01/2015,10:30:00,FALSE
0000212,08/01/2015,10:45:00,FALSE
0000213,08/01/2015,11:00:00,FALSE
0000214,08/01/2015,11:15:00,FALSE
0000215,08/01/2015,11:30:00,FALSE
0000216,08/01/2015,11:45:00,FALSE
0000217,08/01/2015,12:00:00,TRUE
0000218,08/01/2015,12:15:00,FALSE
0000219,08/01/2015,12:30:00,FALSE
0000220,08/01/2015,12:45:00,FALSE
0000221,08/01/2015,13:00:00,FALSE
0000222,08/01/2015,13:15:00,FALSE
0000223,08/01/2015,13:30:00,FALSE
0000224,08/01/2015,13:45:00,FALSE
0000225,08/01/2015,14:00:00,FALSE
0000226,08/01/2015,14:15:00,FALSE
0000227,08/01/2015,14:30:00,TRUE
0000228,08/01/2015,14:45:00,FALSE
0000229,08/01/2015,15:00:00,FALSE
0000230,08/01/2015,15:15:00,FALSE
0000231,08/01/2015,15:30:00,FALSE
0000232,08/01/2015,15:45:00,FALSE
0000233,08/01/2015,16:00:00,FALSE
0000234,08/01/2015,16:15:00,FALSE
0000235,08/01/2015,16:30:00,TRUE
0000236,08/01/2015,16:45:00,FALSE
0000237,08/01/2015,17:00:00,FALSE
0000238,08/01/2015,17:15:00,FALSE
0000239,08/01/2015,17:30:00,FALSE
0000240,08/01/2015,17:45:00,FALSE
0000241,09/01/2015,08:00:00,FALSE
0000242,09/01/2015,08:15:00,FALSE
0000243,09/01/2015,08:30:00,FALSE
0000244,09/01/2015,08:45:00,FALSE
0000245,09/01/2015,09:00:00,FALSE
0000246,09/01/2015,09:15:00,FALSE
0000247,09/01/2015,09:30:00,FALSE
0000248,09/01/2015,09:45:00,FALSE
0000249,09/01/2015,10:00:00,FALSE
0000250,09/01/2015,10:15:00,TRUE
0000251,09/01/2015,10:30:00,FALSE
0000252,09/01/2015,10:45:00,FALSE
0000253,09/01/2015,11:00:00,FALSE
0000254,09/01/2015,11:15:00,FALSE
0000255,09/01/2015,11:30:00,FALSE
0000256,09/01/2015,11:45:00,FALSE
0000257,09/01/2015,12:00:00,TRUE
0000258,09/01/2015,12:15:00,FALSE
0000259,09/01/2015,12:30:00,FALSE
0000260,09/01/2015,12:45:00,FALSE
0000261,09/01/2015,13:00:00,FALSE
0000262,09/01/2015,13:15:00,FALSE
0000263,09/01/2015,13:30:00,FALSE
0000264,09/01/2015,13:45:00,FALSE
0000265,09/01/2015,14:00:00,FALSE
0000266,09/01/2015,14:15:00,FALSE
0000267,09/01/2015,14:30:00,FALSE
0000268,09/01/2015,14:45:00,FALSE
0000269,09/01/2015,15:00:00,FALSE
0000270,09/01/2015,15:15:00,FALSE
0000271,09/01/2015,15:30:00,FALSE
0000272,09/01/2015,15:45:00,FALSE
0000273,09/01/2015,16:00:00,FALSE
0000274,09/01/2015,16:15:00,FALSE
0000275,09/01/2015,16:30:00,FALSE
0000276,09/01/2015,16:45:00,FALSE
0000277,09/01/2015,17:00:00,FALSE
0000278,09/01/2015,17:15:00,FALSE
0000279,09/01/2015,17:30:00,FALSE
0000280,09/01/2015,17:45:00,FALSE
0000281,12/01/2015,08:00:00,FALSE
0000282,12/01/2015,08:15:00,FALSE
0000283,12/01/2015,08:30:00,FALSE
0000284,12/01/2015,08:45:00,FALSE
0000285,12/01/2015,09:00:00,FALSE
0000286,12/01/2015,09:15:00,FALSE
0000287,12/01/2015,09:30:00,FALSE
0000288,12/01/2015,09:45:00,FALSE
0000289,12/01/2015,10:00:00,FALSE
0000290,12/01/2015,10:15:00,FALSE
0000291,12/01/2015,10:30:00,FALSE
0000292,12/01/2015,10:45:00,FALSE
0000293,12/01/2015,11:00:00,FALSE
0000294,12/01/2015,11:15:00,FALSE
0000295,12/01/2015,11:30:00,FALSE
0000296,12/01/2015,11:45:00,FALSE
0000297,12/01/2015,12:00:00,FALSE
0000298,12/01/2015,12:15:00,FALSE
0000299,12/01/2015,12:30:00,FALSE
0000300,12/01/2015,12:45:00,FALSE
0000301,12/01/2015,13:00:00,FALSE
0000302,12/01/2015,13:15:00,FALSE
0000303,12/01/2015,13:30:00,FALSE
0000304,12/01/2015,13:45:00,FALSE
0000305,12/01/2015,14:00:00,FALSE
0000306,12/01/2015,14:15:00,TRUE
0000307,12/01/2015,14:30:00,TRUE
0000308,12/01/2015,14:45:00,FALSE
0000309,12/01/2015,15:00:00,FALSE
0000310,12/01/2015,15:15:00,FALSE
0000311,12/01/2015,15:30:00,FALSE
0000312,12/01/2015,15:45:00,TRUE
0000313,12/01/2015,16:00:00,FALSE
0000314,12/01/2015,16:15:00,FALSE
0000315,12/01/2015,16:30:00,FALSE
0000316,12/01/2015,16:45:00,TRUE
0000317,12/01/2015,17:00:00,FALSE
0000318,12/01/2015,17:15:00,FALSE
0000319,12/01/2015,17:30:00,FALSE
0000320,12/01/2015,17:45:00,FALSE
0000321,13/01/2015,08:00:00,FALSE
0000322,13/01/2015,08:15:00,FALSE
0000323,13/01/2015,08:30:00,TRUE
0000324,13/01/2015,08:45:00,FALSE
0000325,13/01/2015,09:00:00,TRUE
0000326,13/01/2015,09:15:00,FALSE
0000327,13/01/2015,09:30:00,FALSE
0000328,13/01/2015,09:45:00,FALSE
0000329,13/01/2015,10:00:00,FALSE
0000330,13/01/2015,10:15:00,FALSE
0000331,13/01/2015,10:30:00,FALSE
0000332,13/01/2015,10:45:00,FALSE
0000333,13/01/2015,11:00:00,TRUE
0000334,13/01/2015,11:15:00,FALSE
0000335,13/01/2015,11:30:00,FALSE
0000336,13/01/2015,11:45:00,FALSE
0000337,13/01/2015,12:00:00,FALSE
0000338,13/01/2015,12:15:00,FALSE
0000339,13/01/2015,12:30:00,FALSE
0000340,13/01/2015,12:45:00,FALSE
0000341,13/01/2015,13:00:00,FALSE
0000342,13/01/2015,13:15:00,FALSE
0000343,13/01/2015,13:30:00,FALSE
0000344,13/01/2015,13:45:00,FALSE
0000345,13/01/2015,14:00:00,FALSE
0000346,13/01/2015,14:15:00,FALSE
0000347,13/01/2015,14:30:00,FALSE
0000348,13/01/2015,14:45:00,FALSE
0000349,13/01/2015,15:00:00,FALSE
0000350,13/01/2015,15:15:00,FALSE
0000351,13/01/2015,15:30:00,FALSE
0000352,13/01/2015,15:45:00,FALSE
0000353,13/01/2015,16:00:00,FALSE
0000354,13/01/2015,16:15:00,TRUE
0000355,13/01/2015,16:30:00,FALSE
0000356,13/01/2015,16:45:00,FALSE
0000357,13/01/2015,17:00:00,FALSE
0000358,13/01/2015,17:15:00,FALSE
0000359,13/01/2015,17:30:00,FALSE
0000360,13/01/2015,17:45:00,FALSE
0000361,14/01/2015,08:00:00,TRUE
0000362,14/01/2015,08:15:00,FALSE
0000363,14/01/2015,08:30:00,FALSE
0000364,14/01/2015,08:45:00,FALSE
0000365,14/01/2015,09:00:00,FALSE
0000366,14/01/2015,09:15:00,FALSE
0000367,14/01/2015,09:30:00,TRUE
0000368,14/01/2015,09:45:00,FALSE
0000369,14/01/2015,10:00:00,TRUE
0000370,14/01/2015,10:15:00,FALSE
0000371,14/01/2015,10:30:00,FALSE
0000372,14/01/2015,10:45:00,FALSE
0000373,14/01/2015,11:00:00,FALSE
0000374,14/01/2015,11:15:00,FALSE
0000375,14/01/2015,11:30:00,TRUE
0000376,14/01/2015,11:45:00,FALSE
0000377,14/01/2015,12:00:00,FALSE
0000378,14/01/2015,12:15:00,FALSE
0000379,14/01/2015,12:30:00,FALSE
0000380,14/01/2015,12:45:00,FALSE
0000381,14/01/2015,13:00:00,FALSE
0000382,14/01/2015,13:15:00,FALSE
0000383,14/01/2015,13:30:00,FALSE
0000384,14/01/2015,13:45:00,FALSE
0000385,14/01/2015,14:00:00,FALSE
0000386,14/01/2015,14:15:00,FALSE
0000387,14/01/2015,14:30:00,FALSE
0000388,14/01/2015,14:45:00,FALSE
0000389,14/01/2015,15:00:00,FALSE
0000390,14/01/2015,15:15:00,FALSE
0000391,14/01/2015,15:30:00,FALSE
0000392,14/01/2015,15:45:00,FALSE
0000393,14/01/2015,16:00:00,FALSE
0000394,14/01/2015,16:15:00,FALSE
0000395,14/01/2015,16:30:00,FALSE
0000396,14/01/2015,16:45:00,FALSE
0000397,14/01/2015,17:00:00,TRUE
0000398,14/01/2015,17:15:00,FALSE
0000399,14/01/2015,17:30:00,FALSE
0000400,14/01/2015,17:45:00,FALSE
0000401,15/01/2015,08:00:00,FALSE
0000402,15/01/2015,08:15:00,FALSE
0000403,15/01/2015,08:30:00,FALSE
0000404,15/01/2015,08:45:00,FALSE
0000405,15/01/2015,09:00:00,FALSE
0000406,15/01/2015,09:15:00,FALSE
0000407,15/01/2015,09:30:00,FALSE
0000408,15/01/2015,09:45:00,FALSE
0000409,15/01/2015,10:00:00,FALSE
0000410,15/01/2015,10:15:00,FALSE
0000411,15/01/2015,10:30:00,FALSE
0000412,15/01/2015,10:45:00,FALSE
0000413,15/01/2015,11:00:00,FALSE
0000414,15/01/2015,11:15:00,FALSE
0000415,15/01/2015,11:30:00,FALSE
0000416,15/01/2015,11:45:00,FALSE
0000417,15/01/2015,12:00:00,FALSE
0000418,15/01/2015,12:15:00,FALSE
0000419,15/01/2015,12:30:00,TRUE
0000420,15/01/2015,12:45:00,FALSE
0000421,15/01/2015,13:00:00,FALSE
0000422,15/01/2015,13:15:00,FALSE
0000423,15/01/2015,13:30:00,FALSE
0000424,15/01/2015,13:45:00,FALSE
0000425,15/01/2015,14:00:00,FALSE
0000426,15/01/2015,14:15:00,FALSE
0000427,15/01/2015,14:30:00,TRUE
0000428,15/01/2015,14:45:00,FALSE
0000429,15/01/2015,15:00:00,FALSE
0000430,15/01/2015,15:15:00,TRUE
0000431,15/01/2015,15:30:00,FALSE
0000432,15/01/2015,15:45:00,TRUE
0000433,15/01/2015,16:00:00,FALSE
0000434,15/01/2015,16:15:00,FALSE
0000435,15/01/2015,16:30:00,FALSE
0000436,15/01/2015,16:45:00,FALSE
0000437,15/01/2015,17:00:00,TRUE
0000438,15/01/2015,17:15:00,FALSE
0000439,15/01/2015,17:30:00,FALSE
0000440,15/01/2015,17:45:00,TRUE
0000441,16/01/2015,08:00:00,FALSE
0000442,16/01/2015,08:15:00,FALSE
0000443,16/01/2015,08:30:00,FALSE
0000444,16/01/2015,08:45:00,FALSE
0000445,16/01/2015,09:00:00,FALSE
0000446,16/01/2015,09:15:00,FALSE
0000447,16/01/2015,09:30:00,FALSE
0000448,16/01/2015,09:45:00,FALSE
0000449,16/01/2015,10:00:00,FALSE
0000450,16/01/2015,10:15:00,FALSE
0000451,16/01/2015,10:30:00,FALSE
0000452,16/01/2015,10:45:00,FALSE
0000453,16/01/2015,11:00:00,FALSE
0000454,16/01/2015,11:15:00,FALSE
0000455,16/01/2015,11:30:00,FALSE
0000456,16/01/2015,11:45:00,FALSE
0000457,16/01/2015,12:00:00,FALSE
0000458,16/01/2015,12:15:00,FALSE
0000459,16/01/2015,12:30:00,TRUE
0000460,16/01/2015,12:45:00,FALSE
0000461,16/01/2015,13:00:00,FALSE
0000462,16/01/2015,13:15:00,FALSE
0000463,16/01/2015,13:30:00,TRUE
0000464,16/01/2015,13:45:00,TRUE
0000465,16/01/2015,14:00:00,FALSE
0000466,16/01/2015,14:15:00,TRUE
0000467,16/01/2015,14:30:00,FALSE
0000468,16/01/2015,14:45:00,FALSE
0000469,16/01/2015,15:00:00,FALSE
0000470,16/01/2015,15:15:00,TRUE
0000471,16/01/2015,15:30:00,FALSE
0000472,16/01/2015,15:45:00,FALSE
0000473,16/01/2015,16:00:00,FALSE
0000474,16/01/2015,16:15:00,FALSE
0000475,16/01/2015,16:30:00,FALSE
0000476,16/01/2015,16:45:00,FALSE
0000477,16/01/2015,17:00:00,FALSE
0000478,16/01/2015,17:15:00,FALSE
0000479,16/01/2015,17:30:00,FALSE
0000480,16/01/2015,17:45:00,FALSE
0000481,19/01/2015,08:00:00,FALSE
0000482,19/01/2015,08:15:00,FALSE
0000483,19/01/2015,08:30:00,FALSE
0000484,19/01/2015,08:45:00,FALSE
0000485,19/01/2015,09:00:00,FALSE
0000486,19/01/2015,09:15:00,FALSE
0000487,19/01/2015,09:30:00,FALSE
0000488,19/01/2015,09:45:00,FALSE
0000489,19/01/2015,10:00:00,FALSE
0000490,19/01/2015,10:15:00,FALSE
0000491,19/01/2015,10:30:00,FALSE
0000492,19/01/2015,10:45:00,FALSE
0000493,19/01/2015,11:00:00,FALSE
0000494,19/01/2015,11:15:00,TRUE
0000495,19/01/2015,11:30:00,FALSE
0000496,19/01/2015,11:45:00,FALSE
0000497,19/01/2015,12:00:00,FALSE
0000498,19/01/2015,12:15:00,FALSE
0000499,19/01/2015,12:30:00,FALSE
0000500,19/01/2015,12:45:00,FALSE
0000501,19/01/2015,13:00:00,FALSE
0000502,19/01/2015,13:15:00,FALSE
0000503,19/01/2015,13:30:00,FALSE
0000504,19/01/2015,13:45:00,FALSE
0000505,19/01/2015,14:00:00,FALSE
0000506,19/01/2015,14:15:00,FALSE
0000507,19/01/2015,14:30:00,FALSE
0000508,19/01/2015,14:45:00,FALSE
0000509,19/01/2015,15:00:00,FALSE
0000510,19/01/2015,15:15:00,FALSE
0000511,19/01/2015,15:30:00,FALSE
0000512,19/01/2015,15:45:00,FALSE
0000513,19/01/2015,16:00:00,FALSE
0000514,19/01/2015,16:15:00,FALSE
0000515,19/01/2015,16:30:00,FALSE
0000516,19/01/2015,16:45:00,FALSE
0000517,19/01/2015,17:00:00,FALSE
0000518,19/01/2015,17:15:00,FALSE
0000519,19/01/2015,17:30:00,FALSE
0000520,19/01/2015,17:45:00,TRUE
0000521,20/01/2015,08:00:00,FALSE
0000522,20/01/2015,08:15:00,FALSE
0000523,20/01/2015,08:30:00,FALSE
0000524,20/01/2015,08:45:00,FALSE
0000525,20/01/2015,09:00:00,FALSE
0000526,20/01/2015,09:15:00,FALSE
0000527,20/01/2015,09:30:00,TRUE
0000528,20/01/2015,09:45:00,FALSE
0000529,20/01/2015,10:00:00,FALSE
0000530,20/01/2015,10:15:00,FALSE
0000531,20/01/2015,10:30:00,FALSE
0000532,20/01/2015,10:45:00,TRUE
0000533,20/01/2015,11:00:00,TRUE
0000534,20/01/2015,11:15:00,FALSE
0000535,20/01/2015,11:30:00,FALSE
0000536,20/01/2015,11:45:00,FALSE
0000537,20/01/2015,12:00:00,FALSE
0000538,20/01/2015,12:15:00,FALSE
0000539,20/01/2015,12:30:00,FALSE
0000540,20/01/2015,12:45:00,FALSE
0000541,20/01/2015,13:00:00,FALSE
0000542,20/01/2015,13:15:00,FALSE
0000543,20/01/2015,13:30:00,FALSE
0000544,20/01/2015,13:45:00,FALSE
0000545,20/01/2015,14:00:00,FALSE
0000546,20/01/2015,14:15:00,FALSE
0000547,20/01/2015,14:30:00,FALSE
0000548,20/01/2015,14:45:00,FALSE
0000549,20/01/2015,15:00:00,FALSE
0000550,20/01/2015,15:15:00,FALSE
0000551,20/01/2015,15:30:00,FALSE
0000552,20/01/2015,15:45:00,FALSE
0000553,20/01/2015,16:00:00,FALSE
0000554,20/01/2015,16:15:00,FALSE
0000555,20/01/2015,16:30:00,FALSE
0000556,20/01/2015,16:45:00,FALSE
0000557,20/01/2015,17:00:00,TRUE
0000558,20/01/2015,17:15:00,FALSE
0000559,20/01/2015,17:30:00,FALSE
0000560,20/01/2015,17:45:00,FALSE
0000561,21/01/2015,08:00:00,FALSE
0000562,21/01/2015,08:15:00,FALSE
0000563,21/01/2015,08:30:00,FALSE
0000564,21/01/2015,08:45:00,FALSE
0000565,21/01/2015,09:00:00,FALSE
0000566,21/01/2015,09:15:00,FALSE
0000567,21/01/2015,09:30:00,FALSE
0000568,21/01/2015,09:45:00,TRUE
0000569,21/01/2015,10:00:00,FALSE
0000570,21/01/2015,10:15:00,FALSE
0000571,21/01/2015,10:30:00,FALSE
0000572,21/01/2015,10:45:00,FALSE
0000573,21/01/2015,11:00:00,FALSE
0000574,21/01/2015,11:15:00,FALSE
0000575,21/01/2015,11:30:00,FALSE
0000576,21/01/2015,11:45:00,FALSE
0000577,21/01/2015,12:00:00,FALSE
0000578,21/01/2015,12:15:00,FALSE
0000579,21/01/2015,12:30:00,FALSE
0000580,21/01/2015,12:45:00,FALSE
0000581,21/01/2015,13:00:00,FALSE
0000582,21/01/2015,13:15:00,TRUE
0000583,21/01/2015,13:30:00,FALSE
0000584,21/01/2015,13:45:00,FALSE
0000585,21/01/2015,14:00:00,FALSE
0000586,21/01/2015,14:15:00,FALSE
0000587,21/01/2015,14:30:00,FALSE
0000588,21/01/2015,14:45:00,FALSE
0000589,21/01/2015,15:00:00,FALSE
0000590,21/01/2015,15:15:00,FALSE
0000591,21/01/2015,15:30:00,FALSE
0000592,21/01/2015,15:45:00,FALSE
0000593,21/01/2015,16:00:00,FALSE
0000594,21/01/2015,16:15:00,FALSE
0000595,21/01/2015,16:30:00,TRUE
0000596,21/01/2015,16:45:00,FALSE
0000597,21/01/2015,17:00:00,FALSE
0000598,21/01/2015,17:15:00,FALSE
0000599,21/01/2015,17:30:00,TRUE
0000600,21/01/2015,17:45:00,FALSE
0000601,22/01/2015,08:00:00,FALSE
0000602,22/01/2015,08:15:00,FALSE
0000603,22/01/2015,08:30:00,FALSE
0000604,22/01/2015,08:45:00,FALSE
0000605,22/01/2015,09:00:00,FALSE
0000606,22/01/2015,09:15:00,FALSE
0000607,22/01/2015,09:30:00,FALSE
0000608,22/01/2015,09:45:00,FALSE
0000609,22/01/2015,10:00:00,FALSE
0000610,22/01/2015,10:15:00,FALSE
0000611,22/01/2015,10:30:00,FALSE
0000612,22/01/2015,10:45:00,FALSE
0000613,22/01/2015,11:00:00,FALSE
0000614,22/01/2015,11:15:00,FALSE
0000615,22/01/2015,11:30:00,FALSE
0000616,22/01/2015,11:45:00,FALSE
0000617,22/01/2015,12:00:00,FALSE
0000618,22/01/2015,12:15:00,FALSE
0000619,22/01/2015,12:30:00,FALSE
0000620,22/01/2015,12:45:00,FALSE
0000621,22/01/2015,13:00:00,FALSE
0000622,22/01/2015,13:15:00,FALSE
0000623,22/01/2015,13:30:00,FALSE
0000624,22/01/2015,13:45:00,FALSE
0000625,22/01/2015,14:00:00,FALSE
0000626,22/01/2015,14:15:00,FALSE
0000627,22/01/2015,14:30:00,FALSE
0000628,22/01/2015,14:45:00,FALSE
0000629,22/01/2015,15:00:00,FALSE
0000630,22/01/2015,15:15:00,FALSE
0000631,22/01/2015,15:30:00,FALSE
0000632,22/01/2015,15:45:00,FALSE
0000633,22/01/2015,16:00:00,FALSE
0000634,22/01/2015,16:15:00,FALSE
